,r2,mae,mape,rmse,val r2,val mae,val mape,val rmse,use_log
Germany,0.9852488271007593,0.3180801452857725,0.004386484534811333,0.38300607269540077,0.8913399065957961,0.21061373712053352,0.0026501051569924406,0.2292494126213471,False
Djibouti,0.951054128941154,0.01873723248557548,0.004746161423976237,0.020504444448294773,-0.772086785421948,0.023906947264493807,0.005866932307716417,0.023951359849073966,True
Dominica,0.6400049559932439,0.02694967127268534,0.006388058172070074,0.035276487233209544,-1,0.03226565990962023,0.007557111111124422,0.03750968524620759,True
Denmark,0.928194759089237,0.3453040452896569,0.004576024336891835,0.4538104303814465,-0.2860722467351047,0.7997304639359626,0.010163274494811674,0.9508250317873459,False
Dominican Republic,0.9516032363932501,0.020573008248760603,0.0049804882029522626,0.023988642739256404,-1,0.039596051432164624,0.009277337232561881,0.04114503984232961,True
Algeria,0.923062316978463,0.04946612852419517,0.012181040024138374,0.05991056036955596,-1,0.08402929757496098,0.019591214630828125,0.08894946164887994,True
Ecuador,0.9813346152792627,0.011591483127130337,0.002763132963171307,0.014747271002921898,-1,0.02626760120748921,0.0060832457906171995,0.029623766915170487,True
"Egypt, Arab Rep.",0.9640618534936225,0.020677568886497247,0.005042622862314756,0.025833429501616892,-1,0.04667472513844952,0.011012873675433837,0.05106354646481172,True
Eritrea,0.8871643812400151,1.736827403736632,0.0363289079436943,2.463482935903316,-1,2.941217302691949,0.047548566635829695,2.9716309150287112,False
Spain,0.9805590417931721,0.0050977991379249936,0.0011806906609074337,0.006448332315305726,0.7557276471572703,0.0051712749523527,0.0011784316946915395,0.00555239505028239,True
Estonia,0.21450290507021308,0.012771071636925297,0.003003628473756479,0.01871763530991145,-1,0.032106833593817094,0.007452153039391393,0.038330889696391986,True
Ethiopia,0.6025876248957374,0.048396554707903994,0.012908877361661353,0.07222279070649797,-1,0.07920101719780148,0.01956983077121764,0.08688627397799732,True
Finland,0.9870722454528119,0.003901864813231966,0.0009103325885009421,0.00515669141300998,0.9466992333925409,0.0015226327489333614,0.0003480737192733881,0.002000305501587066,True
Fiji,0.9251564600622101,0.009447389671381477,0.0022777968401992035,0.011223670277138326,-1,0.016139169765810823,0.0038416513687312163,0.01625023364716579,True
