,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unnamed: 67
53,Cyprus,CYP,,,,,,,,,,,,,,,,4.33502006530762,3.81970000267029,3.38548994064331,3.31234002113342,3.35313010215759,3.42600989341736,3.79132008552551,3.73178005218506,,3.60191011428833,3.58696007728577,3.48897004127502,3.4487099647522,3.37546992301941,3.37627005577087,3.33924007415771,3.57539010047913,3.78029990196228,4.09555006027222,4.15996980667114,3.74123001098633,,,,4.7720799446106,4.98954010009766,5.11552000045776,5.58166980743408,6.6702299118042,6.11772012710571,6.28667020797729,6.3302698135376,6.28082990646362,6.72276020050049,7.2054500579834,6.542799949646,6.53853988647461,5.91185474395752,6.48377990722656,6.44049978256226,6.32612991333008,6.14541006088257,5.71853017807007,5.15285396575928,5.25063991546631,6.05999994277954,,,
54,Czechia,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75176000595093,4.1586799621582,4.64996004104614,4.51754999160767,4.24490976333618,,3.58012008666992,3.66753005981445,3.64034008979797,3.73283004760742,3.95878005027771,4.11728000640869,3.99238991737366,3.86591005325317,4.1955099105835,3.84717988967896,3.7271900177002,4.1460599899292,4.03350019454956,4.24209022521973,4.22070980072021,4.04676008224487,3.96522998809814,5.75182008743286,5.55373001098633,3.80615997314453,4.26692008972168,4.54337978363037,5.07999992370605,,,
58,Denmark,DNK,,,,,,,,,,,5.95553016662598,6.39355993270874,6.48130989074707,6.26610994338989,6.58151006698608,6.71312999725342,,5.67212009429932,5.75346994400024,5.58649015426636,5.91093015670776,,,,,,5.83825016021729,6.07808017730713,6.33533000946045,5.83814001083374,,5.59675979614258,,7.77281999588013,7.47105979919434,7.47103977203369,7.8849401473999,,8.10674953460693,7.93115997314453,8.08434009552002,8.21545028686523,8.2130298614502,8.12193012237549,8.2076301574707,8.08557033538818,7.72990989685059,7.61560010910034,7.47604990005493,8.44888019561768,8.55955028533936,8.48486042022705,7.23782014846802,8.49442958831787,7.634850025177,7.01041460037231,7.4769401550293,7.75243997573853,6.79277992248535,6.88857984542847,6.38000011444092,,,
67,"Egypt, Arab Rep.",EGY,,,,,,,,,,,,4.52992010116577,4.5378999710083,,5.2266697883606,4.8924298286438,4.94342994689941,4.54958009719849,4.94112014770508,,4.2803201675415,,5.60830020904541,5.22148990631104,,,,,4.52521991729736,4.6000599861145,,,4.05067014694214,4.19770002365112,4.58375978469849,4.60400009155273,4.67156982421875,,,,,,,4.94563007354736,4.67072010040283,4.79442977905273,4.00178003311157,3.68460988998413,3.76082992553711,,3.54264998435974,3.34430003166199,3.36829996109009,4.12252998352051,4.25138998031616,3.9308500289917,4.05000019073486,,,2.60999989509583,2.48000001907349,,,
70,Spain,ESP,,,,,,,,,,,1.83300995826721,1.889279961586,2.06465005874634,,1.45956003665924,,1.89938998222351,2.07716989517212,2.2307300567627,2.33804988861084,,,,,,,,3.12818002700806,3.32829999923706,3.55177998542786,3.63358998298645,3.74235010147095,3.83716011047363,4.2448902130127,4.48468017578125,4.43462991714478,4.45745992660522,,4.28785991668701,4.2604398727417,4.16604995727539,4.1112699508667,4.13457012176514,4.1734299659729,4.15785980224609,4.14432001113892,4.1848201751709,4.25404977798462,4.52805995941162,4.91200017929077,4.85608005523682,4.8969202041626,4.4693398475647,4.35101985931396,4.30338001251221,4.28657007217407,4.22764015197754,4.20777988433838,4.18157005310059,4.23408985137939,4.59000015258789,,,
75,Finland,FIN,,,,,,,,,,,5.413489818573,5.33137989044189,5.0081901550293,5.09337997436523,4.48230981826782,5.03323984146118,5.22833013534546,,,4.79690980911255,4.82574987411499,4.83336019515991,4.77929019927979,4.85560989379883,4.69891977310181,5.04542016983032,5.1003999710083,5.20081996917725,5.06695985794067,5.07260990142822,5.33890008926392,6.33748006820679,6.52050018310547,7.48716020584106,6.85706996917725,6.80990982055664,6.85898017883301,,,5.86992979049683,5.70930004119873,5.84025001525879,6.01677989959717,6.16743993759155,6.15757989883423,6.02507019042969,5.92838001251221,5.67125988006592,5.83010005950928,6.45955991744995,6.50444984436035,6.44504976272583,7.14803981781006,7.12404012680054,7.10236978530884,7.03208017349243,6.85153007507324,6.36311006546021,6.27542018890381,6.41710996627808,5.88000011444092,,,
76,Fiji,FJI,,,,,,,,,,,,,,,,,,,,5.19760990142822,,5.82120990753174,,6.48669004440308,,,,,,4.83109998703003,,,,,,,,,5.52470016479492,5.16864013671875,5.87773990631104,5.6431097984314,6.27586984634399,,6.20915985107422,5.16705989837646,5.6553201675415,5.89472007751465,4.25357007980347,4.49847984313965,4.82435989379883,4.17305994033813,4.72265005111694,3.88288998603821,4.26821994781494,4.80931997299194,4.8358998298645,4.65118980407715,4.83571004867554,5.06788015365601,5.67535305023193,,,
77,France,FRA,,,,,,,,,,,3.4297399520874,3.17421007156372,3.35917997360229,3.23003005981445,4.24204015731812,4.42854022979736,4.42470979690552,4.43521022796631,4.34511995315552,4.2811598777771,4.30769014358521,4.73072004318237,4.85202980041504,4.85234022140503,4.86753988265991,4.85157012939453,4.70795011520386,4.62343978881836,4.54472017288208,4.45639991760254,4.51393985748291,4.84130001068115,4.73539018630981,5.42959022521973,5.62643003463745,5.79072999954224,5.75672006607056,,5.68792009353638,,,,,,,,,,,,5.65859603881836,5.48298311233521,5.45646715164185,5.50037813186646,5.51206302642822,5.46423482894897,5.41906690597534,5.45160007476807,5.40716981887817,5.35443019866943,5.5,,,
81,United Kingdom,GBR,,,,,,,,,,,,5.03205013275146,5.15937995910645,5.44860982894897,5.39099979400635,6.26878023147583,6.42422008514404,6.06335020065308,,,5.07011985778809,5.2884202003479,5.1887001991272,5.06150007247925,4.89905977249146,4.5940899848938,4.38083982467651,4.37180995941162,4.26831007003784,4.12511014938354,4.05552005767822,4.1224799156189,4.3344898223877,,4.850830078125,4.83926010131836,4.37116003036499,,4.21070003509521,3.98918008804321,4.0231499671936,4.10855007171631,4.6285400390625,4.80573987960815,4.72940015792847,4.92918014526367,4.97325992584229,4.90883016586304,4.88497018814087,5.04631996154785,5.66824007034302,5.55959987640381,5.6596040725708,5.50078010559082,5.56450986862183,5.51411008834839,5.37532997131348,5.38499021530151,5.16799020767212,5.20774984359741,5.53000020980835,,,
83,Ghana,GHA,,,,,,,,,,,,4.22444009780884,4.62139987945557,,3.80271005630493,4.876540184021,5.82882976531982,6.09528017044067,,2.31135010719299,2.70777010917664,1.80812001228333,1.90453994274139,,,,3.35448002815247,3.3066999912262,3.18741989135742,,,,,,,,,,,4.11037015914917,,5.35444021224976,,,7.53558015823364,7.42208003997803,5.25982999801636,5.51986980438232,5.75795984268188,5.31744003295898,5.54059982299805,8.14097023010254,7.91913986206055,4.57646989822388,4.39978981018066,4.4340500831604,4.39452981948853,3.53362989425659,3.8861300945282,,,,,
86,"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,,,,,,,,4.29514980316162,3.48473000526428,,,2.97409009933472,2.82583999633789,3.78061008453369,1.16983997821808,,,2.55356001853943,2.56627988815308,,,1.56512999534607,1.46587002277374,1.15810000896454,1.44291996955872,1.36337995529175,0.622470021247864,0.691879987716675,0.751630008220673,0.816860020160675,2.18129992485046,1.90813994407654,2.56322002410889,2.50116991996765,2.63756990432739,1.81839001178741,2.23094010353088,2.16002988815308,2.0244300365448,2.45918989181519,2.36543989181519,2.78892993927002,2.76372003555298,,,
89,Greece,GRC,,,,,,,,,,,1.54649996757507,1.30245995521545,,1.11261999607086,1.33608996868134,1.46085000038147,1.44825005531311,1.4937299489975,1.68570005893707,,,1.69280004501343,1.68684005737305,1.68868005275726,1.81002998352051,,1.83336997032166,1.83421003818512,1.86893999576569,2.01546001434326,2.04608011245728,1.93432998657227,,,,,,,2.89256000518799,3.02772998809814,3.23019003868103,3.36457991600037,3.42430996894836,3.42933988571167,3.66719007492065,3.96395993232727,,,,,4.10563135147095,4.43512725830078,4.51454973220825,4.47595977783203,4.28700971603394,3.66139006614685,3.97024154663086,3.47708988189697,3.59734010696411,3.58803009986877,4.44000005722046,,,
96,"Hong Kong SAR, China",HKG,,,,,,,,,,,,2.36814999580383,2.29560995101929,2.1833701133728,2.36029005050659,2.44919991493225,2.43336009979248,2.21923995018005,2.32255005836487,,2.19214010238647,2.27172994613647,1.66982996463776,2.57859992980957,2.58169007301331,2.55896997451782,,,,,2.46608996391296,,2.82820010185242,,,,2.72831010818481,,,,,3.90370011329651,4.01554012298584,4.28529977798462,4.5589599609375,4.13463020324707,3.84278988838196,3.45455002784729,3.26062989234924,4.39212989807129,3.51003003120422,3.41822004318237,3.50960993766785,3.76031994819641,3.57255005836487,3.26212000846863,3.29264998435974,3.31010007858276,3.32651996612549,3.81060004234314,4.4063401222229,4.00102996826172,,
101,Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87939977645874,6.07956981658936,5.91958999633789,5.83488988876343,4.84748983383179,4.33475017547607,,4.40864992141724,4.56704998016357,4.86840009689331,4.9310097694397,5.17923021316528,5.79115009307861,5.32658004760742,5.31888008117676,5.28811979293823,5.13345003128052,4.96611022949219,4.94466018676758,4.72175979614258,4.56132984161377,4.14111995697021,4.18772983551025,4.6003999710083,4.49410009384155,4.61454010009766,4.61409997940063,4.62282991409302,4.23763990402222,4.76000022888184,,,
111,Ireland,IRL,,,,,,,,,,,,4.48641014099121,4.6168999671936,4.60856008529663,4.68602991104126,,4.29649019241333,5.08531999588013,5.0676097869873,5.28812980651855,5.32220983505249,5.73201990127563,5.38953018188477,5.44653987884521,5.28170013427734,5.24837017059326,5.30120992660522,5.5288200378418,5.0161600112915,4.71301984786987,4.60056018829346,4.78267002105713,5.0056300163269,5.11556005477905,5.18871021270752,4.87162017822266,4.75392007827759,,4.28753995895386,4.13379001617432,4.13225984573364,4.08749008178711,4.10487985610962,4.20493984222412,4.48296022415161,4.51898002624512,4.54742002487183,4.71541023254395,5.45828008651733,6.15610980987549,6.05136013031006,5.82904005050659,5.75268983840942,5.34205007553101,4.87849998474121,3.75876998901367,3.74212002754211,3.50928997993469,3.39286994934082,3.29461002349854,3.09999990463257,,,
112,"Iran, Islamic Rep.",IRN,,,,,,,,,,,,2.77033996582031,2.76672005653381,2.87667989730835,2.69034004211426,2.96556997299194,,5.416259765625,,,,7.1314001083374,5.80205011367798,4.18053007125854,3.80160999298096,3.46019005775452,3.56991004943848,4.14092016220093,3.68129992485046,3.99721002578735,3.77391004562378,3.74353003501892,3.64046001434326,4.31462001800537,,4.08180999755859,3.53776001930237,,,4.22040987014771,4.03064012527466,4.07168006896973,4.48487997055054,4.36322021484375,4.29662990570068,4.05650997161865,4.28998994827271,4.59680986404419,3.91375994682312,3.84244990348816,3.70918011665344,3.48497009277344,3.16859006881714,3.06795001029968,2.80135011672974,2.79738998413086,3.36576008796692,3.79040002822876,3.9553599357605,3.66319990158081,3.59243011474609,,,
114,Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25862979888916,,,5.14158010482788,4.75557994842529,4.78062009811401,5.21834993362427,,6.78387022018433,6.43401002883911,6.4314398765564,6.70592021942139,7.29892015457153,7.24507999420166,7.16118001937866,7.33843994140625,7.19521999359131,6.9443302154541,7.03601980209351,7.18984985351563,6.9442400932312,6.78997993469238,7.58223009109497,7.44868993759155,7.6414098739624,7.4579701423645,7.43219995498657,7.58385992050171,7.56170988082886,7.54735994338989,7.71999979019165,,,
116,Italy,ITA,,,,,,,,,,,3.36681008338928,2.89877009391785,,,3.83513998985291,3.71161007881165,3.91951990127563,,3.78035998344421,4.16373014450073,,,,4.48805999755859,4.77456998825073,4.68980979919434,4.65490007400513,,4.59277009963989,,,,,4.73389005661011,4.43331003189087,4.31864976882935,4.44763994216919,,4.45031023025513,4.51084995269775,4.29107999801636,4.65009021759033,4.43240976333618,4.54179000854492,4.38520002365112,4.23829984664917,4.52545022964478,4.10503005981445,4.38794994354248,4.52371978759766,4.33411979675293,4.11568021774292,4.05601978302002,4.14367008209229,4.06127977371216,4.07362985610962,3.81578993797302,4.04493999481201,4.25614023208618,4.09531021118164,4.26999998092651,,,
117,Jamaica,JAM,,,,,,,,,,,,,,3.63143992424011,4.24897003173828,5.22878980636597,5.85832977294922,6.02651977539063,,,,,,,,5.39190006256104,4.60398006439209,,3.94086003303528,5.18397998809814,4.7791600227356,4.38306999206543,3.33665990829468,3.21403002738953,4.06418991088867,3.38908004760742,3.67773008346558,4.37953996658325,,,4.98346996307373,5.38103008270264,5.37522983551025,4.25684976577759,3.91254997253418,4.61641979217529,,5.49022006988525,6.19131994247437,6.19848012924194,6.37060022354126,6.26664018630981,6.11246013641357,6.25108003616333,6.01586008071899,5.45521020889282,5.31461000442505,5.26016998291016,5.41380977630615,5.16364002227783,5.61749982833862,6.02747011184692,,
118,Jordan,JOR,,,,,,,,,,,3.63003993034363,3.29768991470337,2.38742995262146,2.48693990707397,3.55768990516663,3.76347994804382,3.53393006324768,3.67989993095398,3.68116998672485,5.08172988891602,,5.16731977462769,5.08915996551514,4.92795991897583,5.93695020675659,,3.28437995910645,3.29657006263733,4.04757022857666,5.64386987686157,,,,,,,7.475989818573,6.36451005935669,,4.94416999816895,,,,,,4.92000007629395,4.65999984741211,5.03999996185303,3.67000007629395,3.58999991416931,3.09999990463257,3.40000009536743,3.5,3.5,3.79999995231628,3.45000004768372,3.45282006263733,3.22853994369507,2.98481011390686,2.98847007751465,3.67000007629395,3.21138000488281,,
119,Japan,JPN,,,,,,,,,,,,3.65630006790161,4.01131010055542,4.04297018051147,4.04003000259399,4.66899013519287,4.85082006454468,4.84027004241943,4.89441013336182,5.05744981765747,5.0687198638916,5.06440019607544,5.04606008529663,4.82426977157593,,,,5.596519947052,5.55604982376099,5.3671498298645,,,,3.42903995513916,3.63566994667053,3.40211009979248,,,3.29797005653381,3.37812995910645,3.46011996269226,3.40082001686096,3.40898990631104,3.46662998199463,3.42611002922058,3.31493997573853,3.27667999267578,3.27934002876282,3.27241992950439,,3.59951996803284,3.60527992248535,3.64741992950439,3.62496995925903,3.55158996582031,3.26981973648071,3.14643001556396,3.13057994842529,3.07782006263733,3.15724992752075,3.42000007629395,,,
