,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unnamed: 67
25,Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,91.0,92.0,96.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,50.0,99.0,99.0,99.0,95.0,97.0,96.0,98.0,98.0,98.0,98.0,97.0,99.0,98.0,97.0,97.0,98.0,97.0,98.0,,
26,Belize,BLZ,,,,,,,,,,,,,,,,,,,,,47.0,44.0,61.0,59.0,53.0,58.0,82.0,85.0,61.0,79.0,91.0,82.0,74.0,85.0,88.0,83.0,85.0,86.0,87.0,87.0,91.0,96.0,89.0,96.0,97.0,96.0,98.0,96.0,94.0,97.0,96.0,95.0,98.0,95.0,95.0,94.0,95.0,88.0,96.0,98.0,79.0,83.0,,
28,Bolivia,BOL,,,,,,,,,,,,,,,,,,,,,11.0,13.0,12.0,10.0,6.0,33.0,42.0,35.0,28.0,52.0,41.0,43.0,45.0,52.0,58.0,64.0,61.0,58.0,61.0,77.0,75.0,71.0,77.0,88.0,84.0,85.0,83.0,84.0,88.0,93.0,91.0,95.0,93.0,87.0,85.0,89.0,87.0,84.0,83.0,75.0,68.0,70.0,,
29,Brazil,BRA,,,,,,,,,,,,,,,,,,,,,37.0,47.0,56.0,60.0,68.0,66.0,58.0,58.0,58.0,56.0,66.0,78.0,71.0,75.0,74.0,81.0,77.0,79.0,93.0,94.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,95.0,97.0,93.0,96.0,89.0,89.0,87.0,70.0,77.0,68.0,,
30,Barbados,BRB,,,,,,,,,,,,,,,,,,,,,60.0,58.0,62.0,69.0,83.0,83.0,79.0,79.0,76.0,78.0,91.0,82.0,90.0,86.0,90.0,93.0,85.0,96.0,93.0,87.0,93.0,84.0,87.0,89.0,93.0,92.0,84.0,93.0,85.0,93.0,86.0,91.0,87.0,91.0,94.0,97.0,97.0,90.0,95.0,90.0,85.0,82.0,,
31,Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,,,89.0,94.0,99.0,85.0,96.0,88.0,86.0,85.0,89.0,91.0,93.0,95.0,96.0,99.0,99.0,99.0,99.0,99.0,97.0,92.0,99.0,97.0,94.0,92.0,92.0,94.0,97.0,99.0,98.0,99.0,95.0,97.0,95.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
32,Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,6.0,13.0,15.0,16.0,28.0,41.0,53.0,63.0,70.0,76.0,96.0,91.0,86.0,79.0,86.0,87.0,87.0,87.0,86.0,90.0,92.0,88.0,86.0,95.0,89.0,95.0,95.0,95.0,96.0,93.0,91.0,95.0,97.0,97.0,99.0,99.0,98.0,98.0,97.0,97.0,95.0,98.0,,
33,Botswana,BWA,,,,,,,,,,,,,,,,,,,,,71.0,75.0,82.0,82.0,83.0,84.0,86.0,88.0,88.0,92.0,92.0,93.0,94.0,94.0,94.0,95.0,96.0,96.0,98.0,97.0,97.0,97.0,97.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,
34,Central African Republic,CAF,,,,,,,,,,,,,,,,,,,,,13.0,11.0,14.0,16.0,17.0,20.0,19.0,22.0,42.0,64.0,82.0,64.0,45.0,47.0,48.0,53.0,48.0,43.0,43.0,33.0,37.0,40.0,44.0,47.0,51.0,54.0,51.0,48.0,45.0,42.0,45.0,47.0,47.0,23.0,45.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,,
35,Canada,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,86.0,87.0,88.0,88.0,89.0,90.0,93.0,87.0,90.0,86.0,90.0,90.0,89.0,89.0,88.0,91.0,91.0,93.0,95.0,94.0,92.0,91.0,89.0,87.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,92.0,,
37,Switzerland,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,90.0,90.0,90.0,90.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,88.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,,
39,Chile,CHL,,,,,,,,,,,,,,,,,,,,,93.0,99.0,99.0,89.0,99.0,99.0,90.0,93.0,96.0,95.0,95.0,94.0,90.0,90.0,94.0,94.0,91.0,90.0,90.0,95.0,91.0,97.0,97.0,96.0,93.0,91.0,94.0,96.0,95.0,94.0,92.0,94.0,90.0,91.0,95.0,96.0,95.0,93.0,95.0,96.0,93.0,95.0,,
40,China,CHN,,,,,,,,,,,,,,,,,,,,,,,,58.0,73.0,78.0,78.0,75.0,95.0,95.0,97.0,94.0,91.0,88.0,85.0,80.0,83.0,84.0,84.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,93.0,93.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
41,Cote d'Ivoire,CIV,,,,,,,,,,,,,,,,,,,,,,,,,19.0,25.0,30.0,31.0,31.0,42.0,54.0,39.0,49.0,50.0,50.0,52.0,55.0,58.0,58.0,58.0,65.0,66.0,64.0,61.0,67.0,76.0,77.0,76.0,74.0,81.0,78.0,61.0,82.0,75.0,73.0,79.0,87.0,83.0,84.0,81.0,75.0,76.0,,
42,Cameroon,CMR,,,,,,,,,,,,,,,,,,,,,,5.0,15.0,25.0,27.0,33.0,39.0,44.0,50.0,56.0,48.0,42.0,37.0,37.0,38.0,46.0,46.0,48.0,56.0,59.0,62.0,63.0,66.0,73.0,73.0,80.0,81.0,82.0,84.0,80.0,84.0,82.0,85.0,89.0,83.0,78.0,75.0,74.0,67.0,67.0,69.0,69.0,,
43,"Congo, Dem. Rep.",COD,,,,,,,,,,,,,,,,,,,,,,18.0,17.0,16.0,27.0,37.0,32.0,38.0,41.0,38.0,35.0,16.0,23.0,29.0,26.0,23.0,18.0,18.0,18.0,25.0,40.0,30.0,38.0,41.0,54.0,60.0,62.0,65.0,68.0,71.0,60.0,70.0,71.0,71.0,73.0,70.0,70.0,71.0,71.0,73.0,70.0,65.0,,
44,"Congo, Rep.",COG,,,,,,,,,,,,,,,,,,,,,42.0,42.0,47.0,50.0,53.0,54.0,71.0,72.0,72.0,79.0,79.0,74.0,67.0,60.0,55.0,50.0,37.0,23.0,26.0,29.0,33.0,31.0,41.0,50.0,67.0,62.0,73.0,72.0,79.0,78.0,74.0,82.0,85.0,85.0,90.0,80.0,71.0,69.0,75.0,79.0,73.0,77.0,,
45,Colombia,COL,,,,,,,,,,,,,,,,,,,,,16.0,20.0,26.0,42.0,61.0,61.0,48.0,58.0,74.0,78.0,88.0,84.0,78.0,88.0,85.0,85.0,85.0,84.0,73.0,74.0,79.0,80.0,81.0,92.0,89.0,93.0,93.0,94.0,92.0,92.0,88.0,85.0,91.0,91.0,90.0,91.0,91.0,92.0,92.0,94.0,88.0,86.0,,
46,Comoros,COM,,,,,,,,,,,,,,,,,,,,,,,,,31.0,51.0,71.0,71.0,43.0,82.0,94.0,52.0,38.0,70.0,58.0,75.0,60.0,48.0,75.0,73.0,70.0,70.0,89.0,80.0,76.0,68.0,69.0,75.0,81.0,83.0,74.0,83.0,86.0,87.0,87.0,91.0,91.0,91.0,91.0,91.0,87.0,85.0,,
47,Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,,,,23.0,31.0,39.0,54.0,92.0,88.0,99.0,88.0,87.0,88.0,89.0,89.0,88.0,88.0,87.0,88.0,89.0,90.0,90.0,91.0,92.0,93.0,95.0,96.0,98.0,99.0,99.0,99.0,90.0,94.0,93.0,95.0,93.0,96.0,96.0,98.0,96.0,93.0,93.0,,
48,Costa Rica,CRI,,,,,,,,,,,,,,,,,,,,,86.0,85.0,81.0,86.0,93.0,90.0,89.0,94.0,87.0,86.0,95.0,90.0,90.0,88.0,88.0,85.0,85.0,94.0,85.0,86.0,88.0,91.0,94.0,88.0,90.0,91.0,89.0,89.0,90.0,86.0,88.0,85.0,91.0,95.0,91.0,92.0,97.0,96.0,94.0,95.0,97.0,99.0,,
50,Cuba,CUB,,,,,,,,,,,,,,,,,,,,,67.0,68.0,99.0,99.0,86.0,91.0,99.0,87.0,98.0,96.0,92.0,99.0,94.0,99.0,99.0,99.0,90.0,99.0,99.0,95.0,95.0,98.0,99.0,72.0,88.0,89.0,89.0,93.0,95.0,96.0,96.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
53,Cyprus,CYP,,,,,,,,,,,,,,,,,,,,,34.0,56.0,26.0,34.0,30.0,61.0,91.0,93.0,90.0,93.0,93.0,94.0,94.0,95.0,95.0,96.0,98.0,98.0,98.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,97.0,97.0,97.0,99.0,96.0,96.0,96.0,,
54,Czechia,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,98.0,96.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,98.0,97.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,97.0,97.0,96.0,96.0,97.0,97.0,97.0,94.0,,
55,Germany,DEU,,,,,,,,,,,,,,,,,,,,,,95.0,97.0,93.0,94.0,80.0,90.0,80.0,80.0,80.0,80.0,80.0,85.0,62.0,73.0,78.0,84.0,87.0,89.0,97.0,90.0,93.0,93.0,97.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,95.0,95.0,93.0,93.0,93.0,91.0,91.0,91.0,91.0,91.0,91.0,,
56,Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,6.0,14.0,21.0,22.0,24.0,25.0,65.0,77.0,85.0,53.0,41.0,41.0,41.0,41.0,41.0,32.0,23.0,23.0,46.0,53.0,62.0,68.0,64.0,71.0,72.0,88.0,89.0,89.0,88.0,87.0,81.0,82.0,78.0,84.0,68.0,76.0,84.0,85.0,70.0,59.0,,
57,Dominica,DMA,,,,,,,,,,,,,,,,,,,,,63.0,97.0,99.0,93.0,84.0,91.0,93.0,95.0,96.0,92.0,92.0,98.0,99.0,99.0,99.0,99.0,99.0,92.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,98.0,95.0,96.0,96.0,99.0,98.0,98.0,97.0,96.0,97.0,98.0,99.0,91.0,94.0,99.0,96.0,92.0,,
58,Denmark,DNK,,,,,,,,,,,,,,,,,,,,,88.0,88.0,87.0,86.0,86.0,90.0,89.0,88.0,87.0,89.0,90.0,90.0,91.0,88.0,89.0,90.0,77.0,92.0,99.0,99.0,97.0,97.0,98.0,96.0,95.0,93.0,93.0,87.0,88.0,89.0,90.0,91.0,94.0,94.0,94.0,93.0,94.0,98.0,97.0,97.0,97.0,97.0,,
59,Dominican Republic,DOM,,,,,,,,,,,,,,,,,,,,,36.0,27.0,28.0,29.0,34.0,39.0,80.0,80.0,69.0,58.0,69.0,71.0,73.0,75.0,74.0,72.0,72.0,73.0,75.0,83.0,78.0,72.0,82.0,79.0,79.0,87.0,89.0,85.0,82.0,82.0,88.0,84.0,85.0,83.0,91.0,85.0,87.0,84.0,87.0,89.0,82.0,84.0,,
60,Algeria,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,73.0,79.0,85.0,87.0,89.0,89.0,88.0,88.0,87.0,88.0,88.0,89.0,85.0,83.0,86.0,89.0,86.0,87.0,86.0,88.0,95.0,95.0,93.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,91.0,91.0,91.0,91.0,91.0,91.0,,
66,Ecuador,ECU,,,,,,,,,,,,,,,,,,,,,10.0,26.0,35.0,31.0,48.0,41.0,44.0,51.0,54.0,55.0,68.0,59.0,87.0,85.0,84.0,83.0,82.0,81.0,85.0,79.0,87.0,89.0,88.0,87.0,88.0,92.0,96.0,96.0,96.0,94.0,91.0,88.0,87.0,87.0,83.0,78.0,83.0,85.0,85.0,85.0,70.0,72.0,,
67,"Egypt, Arab Rep.",EGY,,,,,,,,,,,,,,,,,,,,,57.0,57.0,57.0,57.0,69.0,84.0,80.0,81.0,87.0,90.0,87.0,76.0,79.0,81.0,83.0,88.0,90.0,88.0,92.0,97.0,98.0,99.0,97.0,98.0,97.0,98.0,98.0,98.0,97.0,97.0,97.0,96.0,93.0,97.0,94.0,93.0,95.0,94.0,95.0,95.0,94.0,96.0,,
69,Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,49.0,58.0,66.0,75.0,86.0,93.0,81.0,86.0,90.0,93.0,98.0,96.0,94.0,95.0,95.0,95.0,95.0,94.0,94.0,94.0,94.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,
70,Spain,ESP,,,,,,,,,,,,,,,,,,,,,,,,,95.0,79.0,88.0,77.0,93.0,93.0,86.0,86.0,84.0,87.0,88.0,90.0,90.0,94.0,95.0,95.0,95.0,96.0,98.0,98.0,97.0,96.0,98.0,96.0,97.0,96.0,97.0,97.0,96.0,96.0,97.0,97.0,97.0,95.0,96.0,95.0,94.0,92.0,,
71,Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,77.0,82.0,87.0,87.0,88.0,91.0,93.0,94.0,94.0,94.0,94.0,96.0,95.0,95.0,95.0,95.0,94.0,93.0,94.0,94.0,93.0,93.0,93.0,93.0,92.0,91.0,91.0,90.0,,
72,Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,4.0,6.0,7.0,16.0,16.0,26.0,49.0,21.0,13.0,28.0,57.0,57.0,55.0,55.0,42.0,28.0,30.0,33.0,35.0,38.0,40.0,44.0,46.0,50.0,54.0,58.0,61.0,65.0,62.0,59.0,61.0,63.0,66.0,68.0,67.0,68.0,71.0,65.0,,
75,Finland,FIN,,,,,,,,,,,,,,,,,,,,,92.0,92.0,94.0,94.0,95.0,96.0,97.0,98.0,99.0,90.0,90.0,95.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,97.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,97.0,92.0,89.0,91.0,91.0,90.0,89.0,,
76,Fiji,FJI,,,,,,,,,,,,,,,,,,,,,68.0,70.0,64.0,80.0,77.0,69.0,71.0,90.0,98.0,98.0,97.0,99.0,97.0,96.0,96.0,97.0,97.0,86.0,87.0,89.0,90.0,91.0,93.0,94.0,95.0,96.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
77,France,FRA,,,,,,,,,,,,,,,,,,,,,79.0,79.0,85.0,90.0,94.0,95.0,96.0,88.0,79.0,95.0,94.0,94.0,94.0,94.0,96.0,96.0,97.0,97.0,96.0,97.0,97.0,97.0,97.0,97.0,98.0,98.0,99.0,99.0,99.0,98.0,99.0,99.0,99.0,99.0,98.0,97.0,96.0,96.0,96.0,96.0,96.0,96.0,,
79,"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,85.0,95.0,85.0,79.0,91.0,78.0,81.0,83.0,79.0,75.0,80.0,76.0,85.0,75.0,84.0,92.0,78.0,94.0,67.0,79.0,85.0,91.0,85.0,84.0,81.0,81.0,77.0,72.0,69.0,73.0,75.0,78.0,83.0,72.0,,
80,Gabon,GAB,,,,,,,,,,,,,,,,,,,,,,,,14.0,31.0,48.0,59.0,65.0,72.0,78.0,78.0,72.0,66.0,67.0,69.0,70.0,62.0,54.0,50.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,81.0,82.0,76.0,67.0,75.0,82.0,79.0,70.0,80.0,75.0,75.0,70.0,70.0,63.0,75.0,,
81,United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,41.0,46.0,53.0,59.0,65.0,65.0,67.0,73.0,75.0,78.0,84.0,88.0,92.0,93.0,93.0,94.0,94.0,92.0,91.0,92.0,91.0,91.0,91.0,91.0,92.0,91.0,92.0,92.0,92.0,93.0,94.0,95.0,95.0,95.0,95.0,95.0,94.0,94.0,94.0,93.0,93.0,93.0,,
82,Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,54.0,58.0,79.0,80.0,80.0,80.0,84.0,80.0,87.0,84.0,75.0,78.0,82.0,88.0,98.0,92.0,88.0,92.0,94.0,92.0,93.0,91.0,94.0,92.0,91.0,93.0,94.0,88.0,85.0,,
83,Ghana,GHA,,,,,,,,,,,,,,,,,,,,,7.0,22.0,23.0,23.0,19.0,22.0,35.0,42.0,47.0,51.0,58.0,60.0,62.0,66.0,70.0,70.0,71.0,71.0,76.0,79.0,88.0,79.0,78.0,80.0,80.0,84.0,84.0,94.0,93.0,94.0,94.0,91.0,92.0,90.0,98.0,88.0,93.0,99.0,97.0,97.0,94.0,98.0,,
85,Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,17.0,36.0,52.0,53.0,53.0,54.0,48.0,47.0,56.0,43.0,46.0,50.0,53.0,57.0,60.0,59.0,57.0,63.0,60.0,57.0,64.0,63.0,57.0,50.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,,
86,"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,,,63.0,76.0,80.0,62.0,70.0,78.0,73.0,85.0,82.0,87.0,92.0,85.0,85.0,90.0,93.0,96.0,96.0,96.0,85.0,74.0,80.0,87.0,87.0,87.0,87.0,95.0,95.0,95.0,96.0,98.0,97.0,96.0,98.0,97.0,96.0,97.0,95.0,92.0,93.0,88.0,85.0,82.0,,
87,Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,9.0,18.0,18.0,47.0,55.0,66.0,54.0,61.0,63.0,67.0,63.0,74.0,45.0,53.0,63.0,54.0,45.0,49.0,53.0,57.0,60.0,64.0,68.0,71.0,74.0,77.0,80.0,83.0,86.0,87.0,87.0,86.0,86.0,85.0,79.0,82.0,78.0,74.0,67.0,,
88,Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,10.0,19.0,48.0,77.0,77.0,76.0,76.0,77.0,79.0,80.0,81.0,81.0,33.0,35.0,37.0,39.0,41.0,43.0,44.0,46.0,48.0,50.0,52.0,54.0,54.0,54.0,53.0,53.0,40.0,53.0,53.0,53.0,53.0,53.0,53.0,,
