,Aruba,Afghanistan,Angola,Albania,Andorra,United Arab Emirates,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Spain,Estonia,Ethiopia,Finland,Fiji,France,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Libya,St. Lucia,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",Morocco,Monaco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Malta,Myanmar,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Puerto Rico,Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Somalia,Serbia,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",Vietnam,Vanuatu,Samoa,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
0,-1.0,62.3693745050559,-1.0,-1.0,-1.0,21168.206153092695,-1.0,-1.0,-1.0,1810.59744300336,935.460426850415,-1.0,71.3602241759423,1273.69165910289,90.0358311667814,69.0831952198967,84.8253338246518,-1.0,-1.0,1483.00368182207,-1.0,-1.0,307.128628864002,1902.40211884937,101.690809617817,232.998762450445,-1.0,-1.0,-1.0,59.2971223983495,66.7700951046495,2259.28830170587,1787.36037783654,504.801137829134,89.5202179159242,147.277833821146,120.018193558277,219.905826799928,124.782358667716,256.962847377293,-1.0,-1.0,376.968785602974,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,203.879750917293,239.033005616667,448.114881825904,-1.0,396.392253337614,-1.0,-1.0,1179.35301099994,279.534497756784,1333.88157286682,-1.0,275.585338313801,1397.59486332505,-1.0,176.116376156881,-1.0,4.711121496770716,-1.0,-1.0,520.322744310383,-1.0,-1.0,252.756171165062,297.586043558699,424.056554189694,161.477559277238,-1.0,70.0275483086991,-1.0,-1.0,-1.0,83.0351017584916,685.61471237976,196.323926903847,237.684587706533,1414.98328057259,1365.75271376213,804.492623346178,425.653769425095,-1.0,475.319075118174,-1.0,102.079867639131,-1.0,114.972955061661,102.91080095065274,218.260426137037,158.274637345427,-1.0,-1.0,-1.0,2540.234330741171,-1.0,-1.0,144.101853916495,46.8666376383942,-1.0,2242.0158166161,-1.0,-1.0,172.599319458008,-1.0,-1.0,132.670284021059,-1.0,359.54505933555,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.652780717097471,-1.0,-1.0,244.611028982719,-1.0,-1.0,128.530590758063,93.3970477523668,126.962816978605,1068.78458723735,1441.75566002633,49.9938398506726,2312.94999239859,-1.0,81.5869472962009,476.621422214414,252.844497966586,263.837059857294,116.079963552292,-1.0,717.514843087362,360.499298506858,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.1191924510529,-1.0,100.262199401855,306.641641694913,428.056183083067,-1.0,139.917538520777,-1.0,62.8619936033143,-1.0,371.279750815958,-1.0,-1.0,2114.00302983134,101.652865353752,288.058159419365,186.024287278712,103.537481456693,99.6771486788102,103.800958852498,-1.0,-1.0,-1.0,632.388915889771,-1.0,274.525691880429,-1.0,-1.0,55.5293371220614,-1.0,491.213492970179,3007.12344537862,-1.0,155.29449370268,939.560806105492,-1.0,-1.0,-1.0,-1.0,529.561922957192,228.567398531142,276.643363257328
1,-1.0,62.4437034626929,-1.0,-1.0,-1.0,21523.92098110289,-1.0,-1.0,-1.0,1877.60022432732,1031.8150043291,-1.0,72.0887820621299,1350.19767333123,92.3748600166452,72.1737662931569,92.8551092483432,-1.0,-1.0,1581.30397963404,-1.0,-1.0,319.602802521524,1961.5381691712,108.356340640479,229.336766423598,-1.0,-1.0,-1.0,62.7429531034072,71.9932035834234,2240.44297209554,1971.31635602828,580.813413208573,75.8055639067957,160.652717209412,125.525586104949,196.943209677235,139.995753454191,280.579137443382,6.402070120390341,-1.0,351.201085862769,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,191.907440848606,209.917177474968,369.114560234365,-1.0,450.053289246968,-1.0,-1.0,1327.427224366,282.215173939264,1430.43462423276,-1.0,322.797123560831,1472.38577733235,-1.0,183.242229689002,-1.0,17.78084994588744,-1.0,-1.0,590.780054812393,-1.0,-1.0,253.227290034998,315.750055298827,436.754411520393,166.454198375786,-1.0,68.1938366229847,-1.0,-1.0,-1.0,85.9697041171847,739.276406442666,201.374873094768,252.245141552846,1418.1247283433,1595.98620930962,887.336744604475,449.611842394624,-1.0,568.907742129794,-1.0,98.5352504742814,-1.0,113.48568408339,126.32750817963567,221.937207671105,93.8317591480009,-1.0,-1.0,-1.0,2663.7628230721557,-1.0,-1.0,144.102950276651,46.9184128352607,-1.0,2222.36636636277,-1.0,-1.0,167.165298461914,-1.0,-1.0,134.293094085142,-1.0,378.212027367914,-1.0,-1.0,-1.0,-1.0,26.3184486669902,-1.0,-1.0,184.774588791543,-1.0,-1.0,235.529665600808,-1.0,-1.0,134.845575673028,97.4209683227743,132.354042086115,1159.39235716074,1560.3249311723,51.321965344632,2343.29221317425,-1.0,87.5173724745356,516.031863353181,276.562907352151,278.477269278725,120.270868392603,-1.0,777.215027407341,382.729946994368,-1.0,-1.0,262.34928996728155,-1.0,-1.0,-1.0,40.0439354524669,-1.0,106.091743469238,314.508306778983,449.14813651835,-1.0,140.029667265495,-1.0,65.0651412861376,-1.0,387.453277164,-1.0,-1.0,2288.92176298646,121.896821004539,270.279660635542,198.934696106789,108.164649320373,102.313628470848,110.731458716056,-1.0,-1.0,-1.0,676.237787306359,-1.0,282.115540685402,-1.0,-1.0,56.3280587737707,-1.0,604.176627257854,3066.56286916615,-1.0,163.424987676023,954.355361285973,-1.0,-1.0,-1.0,-1.0,543.042223891929,216.274673627806,279.332656130284
2,-1.0,60.9503638210144,-1.0,-1.0,-1.0,21879.635809113086,1163.18683603872,-1.0,-1.0,1854.64189070944,1087.8342434189,-1.0,73.9420079222781,1438.5232330684,91.1713924336844,77.0773339358349,95.0478014475897,-1.0,-1.0,1680.49484945793,-1.0,-1.0,331.201312513355,2020.38596495589,116.041518526936,247.834299715922,-1.0,-1.0,-1.0,66.4486789320337,71.4390996350739,2268.58052247238,2131.39168753466,663.816285014931,70.9091553472599,161.390234007521,130.895301210402,234.975860412729,149.702467090587,296.893790426554,32.33483747510395,-1.0,331.146214193905,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,234.041924772604,169.927013185547,310.445047463093,-1.0,520.206131380005,-1.0,-1.0,1411.70239818044,287.369351892853,1585.73531130188,-1.0,347.684537825455,1525.77591825763,-1.0,189.874907085739,-1.0,30.85057839500416,-1.0,32.8759647309217,617.057757690519,-1.0,-1.0,261.179133806117,322.319570104457,487.821134050813,176.021651823555,-1.0,69.6126734964288,-1.0,-1.0,-1.0,90.2768688575718,797.006288353959,207.633533736483,261.219378055818,1562.23075670951,1132.38439427483,990.26015216342,461.899099323218,-1.0,639.640784797478,-1.0,103.796652582048,-1.0,114.012204932346,149.7442154086186,226.366964611809,106.160111088805,-1.0,-1.0,-1.0,2787.2913154031403,-1.0,-1.0,139.685109544997,53.3464978414804,-1.0,2311.79884893619,-1.0,-1.0,191.220199584961,-1.0,-1.0,138.362477716876,-1.0,392.934591017003,-1.0,-1.0,-1.0,-1.0,26.9834959847807,-1.0,-1.0,185.421049441139,-1.0,-1.0,240.44175691183,-1.0,-1.0,143.283981843161,104.852749356718,141.620164646275,1240.67789437294,1667.2474297782,54.3095756896355,2448.62863326468,-1.0,89.4933355376524,545.119866520548,304.32668593123,164.135595310797,125.414773639771,-1.0,854.74480496849,407.852843612372,-1.0,-1.0,667.9819490830115,-1.0,-1.0,-1.0,40.0368493131599,-1.0,112.244689941406,313.402128000214,472.08273983612,-1.0,143.817494004627,-1.0,67.3316492714242,-1.0,402.891522801614,-1.0,-1.0,2468.69465575645,127.199605747325,287.044788428595,226.877837681095,113.598546070111,105.282420523555,117.162113544618,-1.0,-1.0,-1.0,702.563200303404,-1.0,306.624897119891,-1.0,-1.0,55.6478064244711,-1.0,659.611696940395,3243.84307754988,-1.0,166.603164396026,1006.87997715942,-1.0,-1.0,-1.0,-1.0,560.699394692777,208.562684585176,275.966139378504
3,-1.0,82.0217375781519,-1.0,-1.0,-1.0,22235.35063712328,855.275656468141,-1.0,-1.0,1967.10899077258,1167.00053244585,-1.0,78.94826921713,1535.02372901043,96.254664401269,78.8290862901587,96.5522061868559,-1.0,-1.0,1792.42227428747,-1.0,-1.0,341.386111347016,2020.2652474469,122.367319911804,291.404006118712,-1.0,-1.0,-1.0,69.3788496476305,72.8398289415216,2374.48452280052,2294.18288599684,646.030613947796,74.3133748233246,183.100157507778,132.348114252622,376.146484036002,150.738168100386,280.993494299019,58.26760482981757,-1.0,341.576192932674,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,258.760222652634,225.823391188329,362.380503972013,-1.0,609.487384056513,-1.0,-1.0,1522.3192420995,293.292088819509,1758.85665897749,-1.0,290.053632512024,1613.456953048,-1.0,206.589888338609,-1.0,43.92030684412088,-1.0,38.3017869123693,695.228624389878,-1.0,-1.0,280.096636444858,283.159407744712,565.727810358046,180.887486305512,-1.0,71.5344009752158,-1.0,-1.0,-1.0,101.315164901321,852.135301717888,211.901117621304,255.71929923444,1831.70568659901,1257.8141626024,1126.01933699825,485.194081826383,-1.0,724.693761501859,-1.0,106.538811176861,-1.0,123.201024935887,173.16092263760152,235.945307950451,146.30305529419,-1.0,-1.0,-1.0,2910.819807734125,-1.0,-1.0,117.962311583162,58.1359189691048,-1.0,2441.03855530008,-1.0,-1.0,208.087371826172,-1.0,-1.0,138.459331002829,-1.0,424.189633551679,-1.0,-1.0,-1.0,-1.0,28.4341717071765,-1.0,-1.0,184.558475622208,-1.0,-1.0,292.575818269648,-1.0,-1.0,153.372051060259,108.01574160163,151.684006160489,1328.03664879968,1775.58265544979,46.0874475740236,2622.2202714036,-1.0,93.883886249529,586.073007710415,323.799241074117,177.331345228822,129.609803105549,-1.0,931.751665981242,432.511729575075,-1.0,-1.0,1073.6146081987415,-1.0,-1.0,-1.0,40.1089082599596,-1.0,111.200584411621,314.989369190295,511.20223502724,-1.0,143.619987905975,-1.0,69.6757223993979,-1.0,420.770248419815,-1.0,-1.0,2657.02257659874,146.483040129345,308.195264398818,237.936395297199,115.80458707111,112.094060777533,121.604327045974,-1.0,-1.0,-1.0,755.565403660499,-1.0,346.407296604893,-1.0,-1.0,62.1040778954549,-1.0,587.006884949437,3374.51517105082,-1.0,154.654877782372,1060.57032394876,-1.0,-1.0,-1.0,-1.0,601.59995115142,209.453361697312,277.532515496307
4,-1.0,85.5110734102311,-1.0,-1.0,-1.0,22591.065465133473,1179.50409817873,-1.0,-1.0,2131.38030008381,1269.41258289256,-1.0,85.9647245434688,1701.84627554319,100.468087912358,80.833859786074,94.8675539144204,-1.0,-1.0,1921.43723505182,-1.0,-1.0,355.64385276626,2199.72700682735,135.011130248223,254.838581035491,-1.0,341.9568302609887,-1.0,74.0143921219787,78.3935248943467,2555.1339275021,2501.29323213507,675.699329109792,85.4982461036748,213.141608465837,139.780590804615,169.843799368041,158.135593160793,336.722068787801,84.20037218453118,-1.0,349.901343519053,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,273.324719979383,238.877804751186,432.958583952709,-1.0,675.241639141208,-1.0,-1.0,1707.50393824701,307.619584345668,1928.99940153416,-1.0,399.532918275228,1748.28819272053,-1.0,226.60363680761,-1.0,56.990035293237604,-1.0,44.0103284589378,783.705880998279,-1.0,-1.0,279.930464500156,306.269941179295,629.591525784494,195.759933969146,-1.0,77.5152876321238,-1.0,-1.0,-1.0,115.487608265464,965.135422676745,224.641116847529,292.615691489154,2297.9206818172,1375.89527198746,1222.5445404629,520.49553140173,44.161077944841,843.616877702333,-1.0,110.392020772112,-1.0,129.59393419026,196.57762986658446,251.9318959627,123.60683690555,38.50674936483756,-1.0,-1.0,3034.3483000651095,-1.0,-1.0,121.564641228932,62.2621017900473,-1.0,2755.63311653279,-1.0,-1.0,213.755981445313,-1.0,-1.0,142.536192194521,-1.0,485.800049536121,-1.0,-1.0,-1.0,-1.0,20.0185788714134,-1.0,-1.0,239.377860066049,-1.0,-1.0,302.676168107769,-1.0,-1.0,148.035359901834,113.658375357541,171.761529979637,1541.94736519029,1937.88461385928,45.0883337541626,2813.54697563939,-1.0,102.961207229136,610.42965533351,380.48858063425,186.540911391653,140.346964127925,-1.0,1006.43444609497,468.781081635443,-1.0,-1.0,1479.2472673144714,-1.0,-1.0,-1.0,39.8328229001973,6.887672705961677,111.103469848633,324.436765103276,485.530685720457,-1.0,150.374864411692,-1.0,72.0978243023251,-1.0,433.145980508431,-1.0,-1.0,2941.0489789457,171.665079039156,332.305003113968,257.454144782752,119.828081159775,127.336002789565,129.579038743756,-1.0,-1.0,-1.0,779.393802664087,-1.0,363.551745863295,-1.0,-1.0,68.7768189251864,-1.0,744.879993057601,3573.94118474743,-1.0,163.884561663053,874.199411450159,-1.0,-1.0,-1.0,-1.0,642.688430984599,236.941713145039,282.376856353524
5,-1.0,105.243195716467,-1.0,-1.0,-1.0,22946.780293143667,1285.26079940373,-1.0,-1.0,2281.01195638421,1374.53213986075,-1.0,50.9904201718004,1835.59476553194,105.966855620251,81.9935267410322,100.967871848022,-1.0,-1.0,2073.82969066231,-1.0,-1.0,382.59066462549,2282.21654621089,146.853478067998,265.475397633938,-1.0,1059.00024622032,-1.0,80.193827563404,81.4282699016151,2770.35855960981,2620.47559153369,679.197857601545,98.4864217470782,204.717059183848,143.0704676206,231.898320679457,164.250532428727,315.212329517137,110.13313953924478,-1.0,369.980559343945,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,229.559605367368,253.309058818722,447.234640452114,160.5747365455,774.761609330096,-1.0,-1.0,1882.08685764849,313.606852799476,2060.29971514635,-1.0,413.625221377827,1873.56785484264,-1.0,262.331993741554,-1.0,70.05976374235432,-1.0,219.47843575924,899.281238912995,-1.0,-1.0,278.828138481721,327.949859225827,676.805507110096,211.631956257185,-1.0,82.6446044443266,-1.0,-1.0,-1.0,119.082475942029,1023.77372640936,251.239039633033,440.00147545530695,2723.52099565576,1429.31773848267,1304.45381661965,556.481059406879,548.490189227785,928.518847671106,-1.0,105.967652614418,-1.0,140.756742045375,219.9943370955674,261.341362697125,108.723438937884,4081.42449964053,-1.0,-1.0,3157.876792396094,-1.0,-1.0,153.899850853149,63.7976076700853,-1.0,2780.09271886584,-1.0,-1.0,219.482788085938,-1.0,-1.0,144.203831803824,-1.0,511.020744474395,-1.0,-1.0,-1.0,-1.0,16.5776520822884,-1.0,-1.0,264.431354552766,-1.0,-1.0,325.193319130078,-1.0,1763.47505310319,166.122985886385,117.665370814291,270.759960013516,1708.09635648862,2164.46880205168,65.456270721336,2151.29491283682,106.566389812724,114.372018643314,650.476057490103,438.227100197649,198.666127426693,154.88230695717,-1.0,1110.83269082498,520.910659367884,206.978830530206,-1.0,1789.06893638126,-1.0,-1.0,-1.0,44.4360636178785,389.70986913014144,112.540748596191,320.895958641287,516.531928288947,-1.0,142.578464703329,276.055462703955,74.5888174628959,-1.0,480.114866274851,-1.0,-1.0,3206.0992568611,180.986080743627,328.484900960844,247.714365820439,124.965247215209,139.819268579569,141.85195038248,-1.0,-1.0,-1.0,793.326122404791,222.343486444044,379.7256735678,-1.0,-1.0,100.180847088216,-1.0,705.397742794793,3827.52710972039,-1.0,165.127007555596,869.906867323502,-1.0,-1.0,-1.0,-1.0,681.131111596082,296.022427096471,294.893604869097
6,-1.0,143.103233209791,-1.0,-1.0,-1.0,23302.495121153865,1277.96841867454,-1.0,-1.0,2343.81978993494,1486.96860600566,-1.0,51.8086400241772,1957.62608042762,108.628226820592,82.7592155524381,106.855719284692,-1.0,-1.0,2246.84945447817,-1.0,-1.0,411.338346844492,2630.85046638536,159.177348397781,325.173107406638,-1.0,1179.05031177549,-1.0,89.5280103836218,83.6115983485469,3047.03666208837,2784.73359466651,781.778173846124,104.324189073855,219.237831575161,145.998946079324,252.632168735168,177.61109459167,288.575890071302,136.0659068939584,-1.0,391.2112876977,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2487.13609887961,246.771454870595,241.002571555314,442.033326014093,166.956112159799,889.659872011529,-1.0,-1.0,2010.21345619725,312.224375911363,2209.0001728109,-1.0,442.376367914772,1986.74724404747,-1.0,265.136078400058,-1.0,93.7187223373864,-1.0,229.207640033564,997.430467475556,-1.0,-1.0,283.192724592174,344.830736267723,685.926614135084,222.244852735265,-1.0,84.7583097584743,-1.0,-1.0,-1.0,89.7575826115815,1074.50650554958,267.334102334411,516.6541116258691,3215.69423207861,1513.88692452003,1402.44235441032,620.057497615184,561.064606005017,1068.55843884004,-1.0,118.796959909192,-1.0,145.142456186822,243.41104432455032,285.481881098132,133.478604611526,4228.74537825559,-1.0,-1.0,3281.405284727079,-1.0,-1.0,155.001224210341,63.862760722572,-1.0,2900.43321843978,-1.0,-1.0,208.522933959961,-1.0,-1.0,151.65004599335,-1.0,550.4698827601,-1.0,-1.0,-1.0,-1.0,12.7869641889018,-1.0,-1.0,267.954561940892,-1.0,8.870983788031609,336.556441987538,-1.0,1756.21963938808,168.315377242017,124.791856475701,282.39030851384,1835.80142351034,2317.19486100684,79.0580829351478,2191.31252756068,111.5320737435,123.330470854894,687.789067741262,503.714856016416,213.293915416686,172.13021523566,-1.0,1207.81182440348,575.007680668221,212.157757735878,-1.0,2108.49965621847,-1.0,-1.0,-1.0,36.157068432994,772.5320655543214,112.463111877441,321.203017884249,566.803974024314,-1.0,146.116118468224,284.567032692513,76.7446649645382,-1.0,573.098253156782,-1.0,-1.0,3454.42988275663,192.698632573143,337.646246559881,238.398373830484,127.342662428459,156.025894797536,165.577454031363,-1.0,-1.0,-1.0,767.813096571781,228.832444318012,436.319411608969,-1.0,-1.0,101.637299531109,-1.0,668.328423974569,4146.31664631665,-1.0,173.197927465304,877.196049354598,-1.0,-1.0,-1.0,-1.0,718.118179393123,334.672527658699,279.337779057297
7,-1.0,167.165674606148,-1.0,-1.0,-1.0,23658.20994916406,1065.89852048502,-1.0,-1.0,2580.11059195602,1569.66718289967,-1.0,54.450305033129,2086.63600544654,107.682861670752,84.5594913625298,116.796315901058,-1.0,-1.0,2466.52008844272,-1.0,-1.0,425.732348265273,2982.7497043718,175.962921253146,348.021102794167,-1.0,1181.94254046407,-1.0,101.330662921077,84.843245423376,3217.15222061822,2960.72263580102,756.691115298228,96.58918279471,222.975513933606,156.679770658605,183.198578167346,185.711648123799,301.136382485833,161.99867424867202,-1.0,409.983118007462,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2700.7464228304,251.842578431878,261.366233735895,451.289292470508,172.963857440933,968.306781765983,-1.0,-1.0,2034.18904965478,328.781570669677,2363.66966905413,-1.0,481.088520716761,2058.78177130613,-1.0,212.654498127588,-1.0,96.2521721224054,-1.0,234.512140883211,1068.11455622703,-1.0,-1.0,287.968047136813,370.596670224209,723.239225616661,234.779471654314,-1.0,83.2726932437586,-1.0,53.3381958842733,-1.0,96.0463297617622,1152.00495214994,289.108984672286,593.3067477964313,3125.64967542969,1428.44796956382,1533.69287748547,641.141033377875,499.083297883449,1239.31837617679,-1.0,120.826515999716,-1.0,149.827335997696,266.82775155353323,339.8148582676,161.157477341972,3930.1898901801,-1.0,-1.0,3404.9337770580637,-1.0,-1.0,160.700348714315,64.4906878148814,-1.0,2909.66062936858,-1.0,-1.0,214.980865478516,-1.0,-1.0,156.805046937533,-1.0,581.729449973271,-1.0,-1.0,46.7851945615053,-1.0,12.9002382247662,-1.0,-1.0,275.72439938216,-1.0,19.849632163605378,332.800673563389,-1.0,1865.66598415368,154.993714396364,99.8574044811283,296.142277875293,1991.36068565042,2514.04374738875,71.8678970508123,2188.39913862561,172.258037317198,136.638092510909,743.582215730027,496.276693427491,223.153532667165,190.183089694438,-1.0,1335.27411162524,646.82272006084,219.075346405282,-1.0,2084.85652538382,-1.0,-1.0,-1.0,44.9533092938787,1155.3542619785012,118.69408416748,311.7862959085,626.029437172458,157.850551664175,133.107878031705,291.002444098585,78.9650664008889,-1.0,642.279261975438,-1.0,-1.0,3720.92694585021,182.502526928449,333.23381246414,252.25242218834,129.945113966898,160.881196464266,171.698373513047,-1.0,-1.0,-1.0,797.318183677568,232.922369606187,471.597836786803,-1.0,-1.0,102.969889409926,-1.0,584.847346537381,4336.42658722171,-1.0,167.776726813436,894.683817771574,-1.0,-1.0,-1.0,-1.0,775.152812313432,350.653425227771,295.056449265782
8,-1.0,134.012768293881,-1.0,-1.0,-1.0,24013.924777174252,1143.81042781121,-1.0,-1.0,2724.13067184439,1677.67352804272,-1.0,54.6474656243876,2222.36151051913,112.477968075867,84.9193257891282,116.940530170905,-1.0,-1.0,2688.94425577987,-1.0,-1.0,391.899934528021,2830.18867924528,195.45768716071,370.180411753128,-1.0,1309.97878660244,-1.0,113.700949951757,97.0848055685142,3462.69028340792,3121.88908351162,757.68994938785,91.4723876555406,253.713739470316,170.745595711858,205.531296362967,190.898663515146,299.922605075449,187.93144160338562,-1.0,440.60066837131,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2776.13538803746,255.053503091676,292.028983733282,443.242390468776,178.65710803919,950.545740593734,-1.0,-1.0,1907.07727217667,329.960210077899,2553.97584327959,57.55454308065532,513.359340274801,1951.7586660605,-1.0,198.01371104395,-1.0,82.4601490024104,-1.0,214.110158453296,1154.43853055613,-1.0,-1.0,310.661745203358,334.967713173052,714.48296958061,246.589568543208,-1.0,81.517126850435,-1.0,64.8391799056835,-1.0,99.5168360366295,1124.51663608246,320.858643794025,316.356169458275,2354.48026480272,1412.46933135802,1651.93937679756,598.076233561063,410.582255921882,1451.3377012337,-1.0,127.502462815235,-1.0,162.627273340246,290.2444587825162,305.618353694633,198.431298008386,3909.45893242051,-1.0,-1.0,3528.4622693890483,-1.0,-1.0,152.053065555183,64.4769058357134,-1.0,3175.36736882691,-1.0,-1.0,224.749465942383,-1.0,-1.0,164.526756974949,-1.0,622.425062823698,-1.0,-1.0,57.5469818401464,-1.0,20.3956417405063,-1.0,-1.0,294.77280701452,-1.0,30.828280539179147,339.096538767459,7.412150401206759,2165.90112920426,145.138275961907,97.7445271580999,302.387284341709,2185.24865888657,2662.11746531465,64.5116875170472,1885.15618386424,296.338362513594,143.287946280962,776.950403384872,446.62248900495,242.868358996023,204.257462749875,-1.0,1480.69317642251,719.08049185329,224.881062211479,-1.0,2363.51950498248,-1.0,-1.0,-1.0,47.0233609881459,747.206073147641,120.697563171387,317.992544600632,708.601436419297,171.273641137717,123.433540993215,293.25776715087,81.1681184755682,-1.0,678.964069902213,-1.0,-1.0,3926.40910759663,189.831335770691,314.351064841158,264.227758268131,128.724043999016,161.274340325738,179.87236985417,-1.0,-1.0,-1.0,784.231408341385,253.848674236077,514.181555010981,-1.0,-1.0,106.986351735502,-1.0,578.588566859285,4695.92339043178,-1.0,160.299922641711,940.201419857183,-1.0,-1.0,-1.0,-1.0,813.50849702348,398.557506182322,302.802870938147
9,-1.0,134.250359614672,-1.0,-1.0,-1.0,24369.639605184446,1331.6397093432,-1.0,-1.0,2991.38594746314,1825.38612552124,-1.0,55.543775063086,2458.08182003773,111.695272771839,86.7151166918253,128.607921005704,-1.0,-1.0,3057.32296102325,-1.0,-1.0,401.201110340933,3053.7037037037,207.224547843054,395.441384632115,-1.0,1259.33690851742,-1.0,131.850442350682,93.018769487854,3763.9339520975,3344.78365893877,865.756323991867,100.129541321549,259.052653233485,175.07331691543,256.978162781283,195.500650261685,316.305007317933,213.86420895809923,-1.0,472.67183197532,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3151.13315861596,282.68159966772,315.562094114587,518.95074989539,191.91857401303,1077.67869994591,-1.0,-1.0,2178.03525044982,352.415829136106,2767.61543140447,122.43389242823423,544.14893068575,2100.66794412667,-1.0,227.356143965049,-1.0,87.929342527202,-1.0,210.840701422362,1324.05898884761,-1.0,-1.0,322.437529369749,358.231345710277,825.523449142012,247.280946177529,-1.0,85.2405733765091,-1.0,74.3422145957489,-1.0,107.182143049037,1291.34992028637,352.452634218368,317.383378087884,2039.19628412351,1587.76851348669,1813.38812575706,649.313019144913,476.586454777251,1684.6594009838,-1.0,132.104957474632,-1.0,146.544314870405,313.6611660114991,343.556952250461,243.4268134649,3726.83030521072,-1.0,-1.0,3651.990761720033,-1.0,-1.0,162.184391972791,66.7753544498509,-1.0,3658.90068296888,-1.0,-1.0,244.286651611328,-1.0,-1.0,163.773332089665,-1.0,666.743385281976,-1.0,-1.0,56.0750742908372,-1.0,20.682295625992,-1.0,-1.0,270.989730570687,-1.0,41.806928914752916,364.208619439403,108.33822699771542,2529.89270267397,137.765562136719,122.042417533363,316.905649960768,2642.95611830093,2875.23581565326,64.4743368549624,2077.89557841374,367.200701868216,150.547804055257,828.585278483546,485.926791033938,262.405242661276,226.771514786723,-1.0,1661.86688523369,795.759371391099,236.205874172824,-1.0,2134.77485569242,-1.0,-1.0,-1.0,49.9486715134868,767.476156494795,129.485321044922,293.627996061619,812.677486769416,169.87281039698,149.983490584086,297.199796769036,84.5059668790355,-1.0,706.303826254427,-1.0,-1.0,4234.16146265541,244.386339846406,314.179852816713,293.976420233695,131.186559267693,171.577383817271,192.463401695204,-1.0,-1.0,-1.0,796.205353551554,262.433824779696,558.163025091453,-1.0,-1.0,116.779452499186,-1.0,722.590683226513,5032.14474262003,-1.0,171.426806330694,934.047607407377,-1.0,-1.0,-1.0,-1.0,887.246702640596,472.640292674258,346.538920332273
